"Cikkszám","Termék Név","Nettó Ár","Bruttó Ár","Kategória","Raktárkészlet","Vásárolható, ha nincs Raktáron","Változatokhoz Raktárkészlet","Alacsony készlet","Paraméter: Minőség||text","Paraméter: Kiszerelés||enum","Paraméter: Szín||text","Paraméter: 1 m2 felülethez||text","Paraméter: Család||text","Paraméter: Kategória||text","Paraméter: Téli hangulat minta||text","Paraméter: Szélesség||text","Paraméter: Hossz||text","Paraméter: Méret||text","Paraméter: Ablakfólia típus||text","Paraméter: Beláthatóság||text","Paraméter: Felhelyezés||text","Paraméter: Felület||text","Paraméter: Hővisszaverés||text","Paraméter: Kopóréteg||text","Paraméter: Öntapadós padló|Padló|text","Paraméter: Padló típusa|Padló|text","Paraméter: UV védelem||text","Paraméter: Vastagság||text","Paraméter: Csomag kiszerelés||enum","Paraméter: Videó segítség|Videók|html","Paraméter: VIP ár||text","Paraméter: m2/doboz||text","Paraméter: m2/tekercs||text","Paraméter: m2/csomag||text","Paraméter: Felhelyezés nehézsége||text","Paraméter: Eltávolítható||text","Paraméter: Illesztés||text","Paraméter: Tisztítása||text","Paraméter: ELŐFIZETÉS||text","Paraméter: Konzultáció||enum","Paraméter: brand||text","Paraméter: ean||text","Paraméter: mpn||text","Paraméter: Lépésmélység||text","Paraméter: Lehajló perem||text","Paraméter: Áremelés||text","Paraméter: Szivacs színe||text","Paraméter: FJ-SKU||text","Paraméter: FJ-Beszállító||text","Paraméter: FJ-Listaár||num","Paraméter: FJ-UOM||text"
"271-5035","Lábnyomok a homokban (Holiday) Fürdőszoba szőnyeg (65 cm x 2 m  )","5755.9055","7310","Szőnyeg|Fürdőszoba szőnyeg","9","0","0","","Premium","Darab","","","Fürdőszoba szőnyeg","","","65 cm","2 m","65 cm x 2 m ","","","","","","","","","","","","","","","","","","","","","","","d-c-fix","4007386315717","","","","","","F2715035","Konrad Hornschuch AG","8.57","3"
"271-5056","Nizza Fürdőszoba szőnyeg (65 cm x 2 m  )","5755.9055","7310","Szőnyeg|Fürdőszoba szőnyeg","9","0","0","","Premium","Darab","","","Fürdőszoba szőnyeg","","","65 cm","2 m","65 cm x 2 m ","","","","","","","","","","","","","","","","","","","","","","","d-c-fix","4007386327529","","","","","","F2715056","Konrad Hornschuch AG","8.57","3"
"271-3183-1M","Orchidea (Gemia rosé) Fürdőszoba szőnyeg (65 cm x 1 m )","2283.4646","2900","Szőnyeg|Fürdőszoba szőnyeg","15","0","0","","Standard","Darab","","","Fürdőszoba szőnyeg","","","65 cm","1 m","65 cm x 1 m","","","","","","","","","","","","","","","","","","","","","","","d-c-fix","","","","","","","","Konrad Hornschuch AG","3.2","1"
"271-3183","Orchidea (Gemia rosé) Fürdőszoba szőnyeg (65 cm x 15 m )","33937.0079","43100","Szőnyeg|Fürdőszoba szőnyeg","4","0","0","","Standard","Darab","","","Fürdőszoba szőnyeg","","","65 cm","15 m","65 cm x 15 m","","","","","","","","","","","","","","","","","","","","","","","d-c-fix","4007386341150","","","","","","F2713183","Konrad Hornschuch AG","3.37","1"
"271-3168-1M","Otthon Lila-szürke (Liv beere) Fürdőszoba szőnyeg (65 cm x 1 m )","2283.4646","2900","Szőnyeg|Fürdőszoba szőnyeg","14","0","0","","Standard","Darab","","","Fürdőszoba szőnyeg","","","65 cm","1 m","65 cm x 1 m","","","","","","","","","","","","","","","","","","","","","","","d-c-fix","","","","","","","","Konrad Hornschuch AG","3.2","1"
"271-3168","Otthon Lila-szürke (Liv beere) Fürdőszoba szőnyeg (65 cm x 15 m )","33937.0079","43100","Szőnyeg|Fürdőszoba szőnyeg","4","0","0","","Standard","Darab","","","Fürdőszoba szőnyeg","","","65 cm","15 m","65 cm x 15 m","","","","","","","","","","","","","","","","","","","","","","","d-c-fix","4007386664440","","","","","","F2713168","Konrad Hornschuch AG","3.37","1"
"271-3169-1M","Otthon természetes (Liv natur) Fürdőszoba szőnyeg (65 cm x 1 m )","2283.4646","2900","Szőnyeg|Fürdőszoba szőnyeg","14","0","0","","Standard","Darab","","","Fürdőszoba szőnyeg","","","65 cm","1 m","65 cm x 1 m","","","","","","","","","","","","","","","","","","","","","","","d-c-fix","","","","","","","","Konrad Hornschuch AG","3.2","1"
"271-3169","Otthon természetes (Liv natur) Fürdőszoba szőnyeg (65 cm x 15 m )","33937.0079","43100","Szőnyeg|Fürdőszoba szőnyeg","4","0","0","","Standard","Darab","","","Fürdőszoba szőnyeg","","","65 cm","15 m","65 cm x 15 m","","","","","","","","","","","","","","","","","","","","","","","d-c-fix","4007386664457","","","","","","F2713169","Konrad Hornschuch AG","3.37","1"
"271-3161-1M","Piros-fekete (Dots red) Fürdőszoba szőnyeg (65 cm x 1 m )","2283.4646","2900","Szőnyeg|Fürdőszoba szőnyeg","13","0","0","","Standard","Darab","","","Fürdőszoba szőnyeg","","","65 cm","1 m","65 cm x 1 m","","","","","","","","","","","","","","","","","","","","","","","d-c-fix","","","","","","","","Konrad Hornschuch AG","3.2","1"
"271-3161","Piros-fekete (Dots red) Fürdőszoba szőnyeg (65 cm x 15 m )","33937.0079","43100","Szőnyeg|Fürdőszoba szőnyeg","4","0","0","","Standard","Darab","","","Fürdőszoba szőnyeg","","","65 cm","15 m","65 cm x 15 m","","","","","","","","","","","","","","","","","","","","","","","d-c-fix","4007386301093","","","","","","F2713161","Konrad Hornschuch AG","3.37","1"
"271-3166-1M","Rózsaszín geometria (Alexa rosé) Fürdőszoba szőnyeg (65 cm x 1 m )","2283.4646","2900","Szőnyeg|Fürdőszoba szőnyeg","15","0","0","","Standard","Darab","","","Fürdőszoba szőnyeg","","","65 cm","1 m","65 cm x 1 m","","","","","","","","","","","","","","","","","","","","","","","d-c-fix","","","","","","","","Konrad Hornschuch AG","3.2","1"
"271-3166","Rózsaszín geometria (Alexa rosé) Fürdőszoba szőnyeg (65 cm x 15 m )","33937.0079","43100","Szőnyeg|Fürdőszoba szőnyeg","4","0","0","","Standard","Darab","","","Fürdőszoba szőnyeg","","","65 cm","15 m","65 cm x 15 m","","","","","","","","","","","","","","","","","","","","","","","d-c-fix","4007386664426","","","","","","F2713166","Konrad Hornschuch AG","3.37","1"
"271-4047","Sokszínű buborék (Modern Bubbles) Fürdőszoba szőnyeg (50 cm x 80 cm )","1897.6378","2410","Szőnyeg|Fürdőszoba szőnyeg","10","0","0","","Premium","Darab","","","Fürdőszoba szőnyeg","","","50 cm","80 cm","50 cm x 80 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-fix","4007386311665","","","","","","F2714047","Konrad Hornschuch AG","2.83","5"
"271-5043","Szürke deszka (Riverside grey) Fürdőszoba szőnyeg (65 cm x 2 m  )","5755.9055","7310","Szőnyeg|Fürdőszoba szőnyeg","9","0","0","","Premium","Darab","","","Fürdőszoba szőnyeg","","","65 cm","2 m","65 cm x 2 m ","","","","","","","","","","","","","","","","","","","","","","","d-c-fix","4007386317728","","","","","","F2715043","Konrad Hornschuch AG","8.57","3"
"271-5034","Szürke márvány (Marble grey) Fürdőszoba szőnyeg (65 cm x 2 m )","5755.9055","7310","Szőnyeg|Fürdőszoba szőnyeg","9","0","0","","Premium","Darab","","","Fürdőszoba szőnyeg","","","65 cm","2 m","65 cm x 2 m","","","","","","","","","","","","","","","","","","","","","","","d-c-fix","4007386313485","","","","","","F2715034","Konrad Hornschuch AG","8.57","3"
"271-4063","Szürke sávos (Cameron grau) Fürdőszoba szőnyeg (50 cm x 80 cm )","1897.6378","2410","Szőnyeg|Fürdőszoba szőnyeg","10","0","0","","Premium","Darab","","","Fürdőszoba szőnyeg","","","50 cm","80 cm","50 cm x 80 cm","","","","","","","","","","","","","","","","","","","","","","","d-c-fix","4007386327451","","","","","","F2714063","Konrad Hornschuch AG","2.83","5"
"271-3180-1M","Zöld levelek (Sirango) Fürdőszoba szőnyeg (65 cm x 1 m )","2283.4646","2900","Szőnyeg|Fürdőszoba szőnyeg","15","0","0","","Standard","Darab","","","Fürdőszoba szőnyeg","","","65 cm","1 m","65 cm x 1 m","","","","","","","","","","","","","","","","","","","","","","","d-c-fix","","","","","","","","Konrad Hornschuch AG","3.2","1"
"271-3180","Zöld levelek (Sirango) Fürdőszoba szőnyeg (65 cm x 15 m )","33937.0079","43100","Szőnyeg|Fürdőszoba szőnyeg","4","0","0","","Standard","Darab","","","Fürdőszoba szőnyeg","","","65 cm","15 m","65 cm x 15 m","","","","","","","","","","","","","","","","","","","","","","","d-c-fix","4007386680792","","","","","","F2713180","Konrad Hornschuch AG","3.37","1"
"JUCI-KAND-VIDEO",""" Így Készítsd El A Saját Kandallódat!""","4645.67","5900","Fóliás Jucis termékek","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fóliás Juci","","JUCI-KAND-VIDEO","","","","","","","",""
"FJ-RETRO-01-01","Csináld Magad!  Retro Kamu Kandalló ","8274.0157","10508","Fóliás Jucis termékek","0","0","0","","","1 darabos","","","Kreatív","","","","","","","","","","","","","","","","1 db","","7020","","","","","","","","","","Fóliás Juci","","FJ-RETRO-01-01","","","","","","","",""
"FJ-LUXUS-01-01","Csináld Magad! Luxus Kamu Kandalló","12629.9213","16040","Fóliás Jucis termékek","0","0","0","","","1 darabos","","","Kreatív","","","","","","","","","","","","","","","","1 db","","8820","","","","","","","","","","Fóliás Juci","","FJ-LUXUS-01-01","","","","","","","",""
"JUCI-DOB-01","Doboz","3543.31","4500","Fóliás Jucis termékek","0","0","0","","","Darab","","","Ajándék","","","","","","","","","","","","","","","","","","4050.0000153","","","","","","","","","","Fóliás Juci","9610000000064","","","","","","","","",""
"JUCI-MOT-AP02","Egy Aprócska Bölcsesség","464.57","590","Fóliás Jucis termékek","0","0","0","","","Darab","","","Ajándék","","","","","","","","","","","","","","","","","","531","","","","","","","","","","Fóliás Juci","9610000000118","","","","","","","","",""
"JUCI-MOT-AP01","Egy Aprócska Motiváció","464.57","590","Fóliás Jucis termékek","0","0","0","","","Darab","","","Ajándék","","","","","","","","","","","","","","","","","","531","","","","","","","","","","Fóliás Juci","9610000000125","","","","","","","","",""
"978-615-00-2188-1","Fóliás Juci  Könyv - Az Utadat Te Választod (Fóliázás A-Tól Z-Ig)","4404.7619","4625","Fóliás Jucis termékek","574","0","0","","","Darab","","","Fóliás Juci extra","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fóliás Juci","9786150021881","","","","","","","","",""
"JUCI-BOG","Fóliás Juci Bögre","2070.87","2630","Fóliás Jucis termékek","0","0","0","","","Darab","","","Ajándék","","","","","","","","","","","","","","","","","","2366.9999523","","","","","","","","","","Fóliás Juci","","JUCI-BOG","","","","","","","",""
"JUCI-MAG","Fóliás Juci Hűtőmágnes","622.05","790","Fóliás Jucis termékek","0","0","0","","","Darab","","","Ajándék","","","","","","","","","","","","","","","","","","710.9999496","","","","","","","","","","Fóliás Juci","","JUCI-MAG","","","","","","","",""
"JUCI-POL","Fóliás Juci Póló Logóval És Motivációs Üzenettel","3110.24","3950","Fóliás Jucis termékek","0","0","0","","","Darab","","","Ajándék","","","","","","","","","","","","","","","","","","3554.9999766","","","","","","","","","","Fóliás Juci","","JUCI-POL","","","","","","","",""
"FOL-VIP-01","Fóliás Juci Vip Tagság","7795.2756","9900","Fóliás Jucis termékek","off","0","0","","","Darab","","","Fóliás Juci extra","","","","","","","","","","","","","","","","","","8910","","","","","","","","","","Fóliás Juci","","FOL-VIP-01","","","","","","","",""
"JUCI-MOT-BOGRE","Juci Bögre Motivációs Üzenettel","2070.87","2630","Fóliás Jucis termékek","10","0","0","","","","","","Ajándék","","","","","","","","","","","","","","","","","","2367","","","","","","","","","","Fóliás Juci","","JUCI-MOT-BOGRE","","","","","","","",""
"JUCI-KAND-ALJ","Juci Kandallókhoz Alsó Rész","236.22","300","Fóliás Jucis termékek","0","0","0","","","","","","Ajándék","","","240 mm","700 mm","","","","","","","","","","","","","","","","","","","","","","","","Fóliás Juci","","JUCI-KAND-ALJ","","","","","","","",""
"JUCI-KAND-HAT","Juci Kandallókhoz Hátlap","346.46","440","Fóliás Jucis termékek","0","0","0","","","","","","Ajándék","","","450 mm","920 mm","","","","","","","","","","","","","","","","","","","","","","","","Fóliás Juci","","JUCI-KAND-HAT","","","","","","","",""
"JUCI-KAND-LAB","Juci Kandallókhoz Láb És Tető","236.22","300","Fóliás Jucis termékek","0","0","0","","","","","","Ajándék","","","140 mm","920 mm","","","","","","","","","","","","","","","","","","","","","","","","Fóliás Juci","","JUCI-KAND-LAB","","","","","","","",""
"JUCI-MOT-MAGNES","Juci Mágnes Motivációs Üzenettel","622.05","790","Fóliás Jucis termékek","51","0","0","","","","","","Ajándék","","","","","","","","","","","","","","","","","","621","","","","","","","","","","Fóliás Juci","","JUCI-MOT-MAGNES","","","","","","","",""
"JUCI-MOT-POLO","Juci Motivációs Póló Üzenettel","3110.24","3950","Fóliás Jucis termékek","0","0","0","","","","","","Ajándék","","","","","","","","","","","","","","","","","","3051","","","","","","","","","","Fóliás Juci","","JUCI-MOT-POLO","","","","","","","",""
"FJ-LUXUS-01","Kamu Luxus Kandalló","12629.1339","16039","Fóliás Jucis termékek","0","0","0","","","1 darabos","","","Kreatív","","","","","","","","","","","","","","","","1 db","","8820","","","","","","","","","","Fóliás Juci","","FJ-LUXUS-01","","","","","","","",""
"FJ-RETRO-01","Kamu Retro Kandalló ","7721.2598","9806","Fóliás Jucis termékek","0","0","0","","","1 darabos","","","Kreatív","","","","","","","","","","","","","","","","1 db","","7020","","","","","","","","","","Fóliás Juci","","FJ-RETRO-01","","","","","","","",""
"FJ-KAND-DOB-01","Kandalló Alapanyag","2204.7244","2800","Fóliás Jucis termékek","0","0","0","","","1 darabos","","","Kreatív","","","","","","","","","","","","","","","","1 db","","2520","","","","","","","","","","Fóliás Juci","","FJ-KAND-DOB-01","","","","","","","",""
"FOL-GAR-01","Kétbalkezes Garancia","543.3071","690.000017","Fóliás Jucis termékek","off","0","0","","","Virtuális","","","Ajándék","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fóliás Juci","","FOL-GAR-01","","","","","","","",""
"FOL-MEM-01","Memória És ""Fekete"" Fóliás Juci Kártya","2275.5906","2890.000062","Fóliás Jucis termékek","196","0","0","","","Darab","","","Fóliás Juci extra","","","","","","","","","","","","","","","","","","2601.0000558","","","","","","","","","","Fóliás Juci","","FOL-MEM-01","","","","","","","",""
"JUCI-MOT-KA01","Motivációs Kavics","779.53","990","Fóliás Jucis termékek","0","0","0","","","Darab","","","Ajándék","","","","","","","","","","","","","","","","","","891","","","","","","","","","","Fóliás Juci","9610000000644","","","","","","","","",""
"JUCI-MOT-VIP-KO","Motivációs Kő Vip Tagoknak","7858.27","9980","Fóliás Jucis termékek","282","0","0","","","","","","Ajándék","","","","","","","","","","","","","","","","","","8982","","","","","","","","","","Fóliás Juci","9610000000071","","","","","","","","",""
"JUCI-MOT-KT01","Motivációs Kulcstartó","937.01","1190","Fóliás Jucis termékek","23","0","0","","","Darab","","","Ajándék","","","","","","","","","","","","","","","","","","1071","","","","","","","","","","Fóliás Juci","9610000000095","","","","","","","","",""
"FOL-OSZ","Otthonszépítő Csomag ","29141.7323","37010.00002","Fóliás Jucis termékek","20","0","0","","","Tekercs","","","Otthonszépítés","","","","","","","","","","","","","","","","","","","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-OSZ","","","","","","","",""
"FOL-KONZ-01","Otthonszépítő Költségvetés Konzultáció Fóliás Jucival","7795.2756","9900","Fóliás Jucis termékek","0","0","0","","","","","","Konzultáció","","","","","","","","","","","","","","","","","","8910","","","","","","","","","Fóliás Jucival","Fóliás Juci","","FOL-KONZ-01","","","","","","","",""
"FOL-KONZ-02","Otthonszépítő Költségvetés Konzultáció Szakértőnkkel","3858.2677","4900","Fóliás Jucis termékek","0","0","0","","","","","","Konzultáció","","","","","","","","","","","","","","","","","","4410","","","","","","","","","Szakértőnkkel","Fóliás Juci","","FOL-KONZ-02","","","","","","","",""
"JUCI-TAM-01","Támogatói Tábla","1409.45","1790","Fóliás Jucis termékek","9","0","0","","","Darab","","","Ajándék","","","","","","","","","","","","","","","","","","1611","","","","","","","","","","Fóliás Juci","","JUCI-TAM-01","","","","","","","",""
"FOL-PROBA-001","Teszek Egy Próbát! Csomag ","3393.7008","4310.000016","Fóliás Jucis termékek","0","0","0","","","Doboz","","","","","","","","","","","","","","","","","","","","","3879.0000144","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-PROBA-001","","","","","","","",""
"JUCI-MOT-TT01","Trükkös Tükrös Motiváció","937.01","1190","Fóliás Jucis termékek","80","0","0","","","Darab","","","Ajándék","","","","","","","","","","","","","","","","","","1071","","","","","","","","","","Fóliás Juci","4888060010520","","","","","","","","",""
"FOL-FOG-JUCI","Asa Fogantyú Bútorfelújításhoz","834.65","1060","Eszközök|Fogantyúk","43","0","0","","Standard","Darab","Fémhatású","","Kiegészítők","","","","15 cm","15 cm x ","","","Csavarozható","Bútor","","","","","","","1 db","","891","","","","","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-FOG-JUCI","","","","","","","",""
"FOL-FOG-MESI","Ben Fogantyú Bútorfelújításhoz ","779.53","990","Eszközök|Fogantyúk","33","0","0","","Standard","Darab","Fémhatású","","Kiegészítők","","","","14 cm","14 cm x ","","","Csavarozható","Bútor","","","","","","","1 db","","","","","","","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-FOG-MESI","","","","","","","",""
"FOL-FOG-ATTILA","Eli Fogantyú Bútorfelújításhoz ","779.53","990","Eszközök|Fogantyúk","19","0","0","","Standard","Darab","Fémhatású","","Kiegészítők","","","2,5 cm","2,5 cm","","","","Csavarozható","Bútor","","","","","","","1 db","","","","","","","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-FOG-ATTILA","","","","","","","",""
"FOL-FOG-VERA","Jan Fogantyú Bútorfelújításhoz ","779.53","990","Eszközök|Fogantyúk","39","0","0","","Standard","Darab","Fémhatású","","Kiegészítők","","","","12,5 cm","12,5 cm x ","","","Csavarozható","Bútor","","","","","","","1 db","","","","","","","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-FOG-VERA","","","","","","","",""
"FOL-FOG-AGI","Jett Fogantyú Bútorfelújításhoz ","1003.94","1275","Eszközök|Fogantyúk","17","0","0","","Standard","Darab","Fémhatású","","Kiegészítők","","","","10,5 cm","10,5 cm x ","","","Csavarozható","Bútor","","","","","","","1 db","","","","","","","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-FOG-AGI","","","","","","","",""
"FOL-FOG-ANETT","Kai Fogantyú Bútorfelújításhoz ","940.94","1195","Eszközök|Fogantyúk","0","0","0","","Standard","Darab","Fémhatású","","Kiegészítők","","","","13,5 cm","13,5 cm x ","","","Csavarozható","Bútor","","","","","","","1 db","","","","","","","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-FOG-ANETT","","","","","","","",""
"FOL-FOG-LACI","Leo Fogantyú Bútorfelújításhoz ","779.53","990","Eszközök|Fogantyúk","1","0","0","","Standard","Darab","Fémhatású","","Kiegészítők","","","2,5 cm","2,5 cm","","","","Csavarozható","Bútor","","","","","","","1 db","","","","","","","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-FOG-LACI","","","","","","","",""
"FOL-FOG-GRACI","Mat Fogantyú Bútorfelújításhoz ","779.53","990","Eszközök|Fogantyúk","10","0","0","","Standard","Darab","Fémhatású","","Kiegészítők","","","","13,5 cm","13,5 cm x ","","","Csavarozható","Bútor","","","","","","","1 db","","","","","","","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-FOG-GRACI","","","","","","","",""
"FOL-FOG-VIKI","Max Fogantyú Bútorfelújításhoz ","779.53","990","Eszközök|Fogantyúk","13","0","0","","Standard","Darab","Fémhatású","","Kiegészítők","","","","13 cm","13 cm x ","","","Csavarozható","Bútor","","","","","","","1 db","","","","","","","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","FOL-FOG-VIKI","","","","","","","",""
